Sequence ID:,Length,GC Content
seq31309,274,35.4014598540146
seq31310,232,50.43103448275862
seq31314,272,66.17647058823529
seq31315,105,20.0
seq31316,158,70.25316455696202
seq31317,227,64.31718061674009
seq31318,165,31.515151515151512
seq31320,183,46.994535519125684
seq31321,196,30.102040816326532
seq31322,196,9.183673469387756
seq31323,123,55.28455284552846
seq31325,230,53.47826086956522
seq31326,213,8.92018779342723
seq31328,208,34.61538461538461
seq31331,117,48.717948717948715
seq31332,125,68.8
seq31333,277,47.292418772563174
seq31334,267,66.29213483146067
seq31336,182,38.46153846153847
seq31338,133,68.42105263157895
seq31339,181,22.65193370165746
seq31340,292,23.972602739726025
seq31341,186,24.193548387096776
seq31342,115,63.47826086956522
seq31343,163,56.44171779141104
seq31344,182,69.23076923076923
seq31345,300,76.33333333333333
seq31346,280,82.14285714285714
seq31347,133,53.383458646616546
seq31348,214,72.42990654205607
seq31349,162,60.49382716049383
seq31350,214,27.102803738317753
seq31351,136,1.4705882352941175
seq31352,141,29.78723404255319
seq31353,143,14.685314685314685
seq31354,133,18.045112781954884
seq31355,191,45.54973821989529
seq31356,113,33.6283185840708
seq31358,214,3.7383177570093453
seq31359,296,5.405405405405405
seq31360,170,70.0
seq31361,289,19.031141868512112
seq31362,141,56.02836879432624
seq31363,206,39.32038834951456
seq31364,106,43.39622641509434
seq31365,272,23.897058823529413
seq31367,257,71.98443579766537
seq31368,286,13.986013986013987
seq31369,185,51.891891891891895
seq31370,215,76.74418604651163
seq31371,183,25.683060109289617
seq31372,137,29.927007299270077
seq31373,139,49.64028776978417
seq31374,151,50.993377483443716
seq31375,194,51.546391752577314
seq31376,121,32.231404958677686
seq31377,108,56.481481481481474
seq31378,144,70.83333333333334
seq31379,129,65.11627906976744
seq31380,263,47.90874524714829
seq31381,238,39.49579831932773
seq31382,267,47.19101123595505
seq31383,232,26.29310344827586
seq31384,209,16.74641148325359
seq31385,224,57.58928571428571
seq31386,224,21.428571428571427
seq31388,250,64.4
seq31389,253,55.33596837944664
seq31390,254,78.34645669291339
seq31391,186,75.26881720430107
seq31392,216,68.98148148148148
seq31393,170,57.647058823529406
seq31394,293,57.33788395904437
seq31395,104,36.53846153846153
seq31396,209,22.48803827751196
seq31397,273,75.82417582417582
seq31399,277,57.03971119133574
seq31401,129,34.10852713178294
seq31402,165,30.909090909090907
seq31403,201,80.59701492537313
seq31404,168,68.45238095238095
seq31405,168,93.45238095238095
seq31406,252,41.66666666666667
seq31407,132,85.60606060606061
seq31408,179,34.07821229050279
seq31409,196,13.26530612244898
seq31410,183,54.09836065573771
seq31411,292,53.42465753424658
seq31412,125,62.4
seq31413,116,28.448275862068968
seq31414,152,75.0
seq31415,116,56.03448275862068
seq31416,294,36.734693877551024
seq31417,142,69.71830985915493
seq31418,183,32.78688524590164
seq31419,137,28.467153284671532
seq31420,167,73.65269461077844
seq31421,216,62.5
seq31422,119,42.016806722689076
seq31423,119,48.739495798319325
seq31425,159,52.83018867924528
seq31426,259,52.123552123552116
seq31428,150,95.33333333333334
seq31429,122,36.885245901639344
seq31430,195,50.256410256410255
seq31431,117,60.68376068376068
seq31432,277,87.00361010830325
seq31433,283,41.69611307420495
seq31435,247,43.31983805668016
seq31436,104,21.153846153846153
seq31438,253,67.58893280632411
seq31439,134,51.49253731343284
seq31440,134,32.08955223880597
seq31441,211,32.70142180094787
seq31443,157,77.07006369426752
seq31444,114,81.57894736842105
seq31445,183,61.20218579234973
seq31446,282,67.02127659574468
seq31447,261,24.521072796934863
seq31449,112,25.0
seq31450,161,41.61490683229814
seq31451,104,69.23076923076923
seq31452,290,65.86206896551724
seq31453,105,86.66666666666667
seq31454,175,80.0
seq31455,126,47.61904761904761
seq31456,104,34.61538461538461
seq31457,193,63.212435233160626
seq31458,239,46.44351464435147
seq31459,123,17.073170731707318
seq31460,281,27.046263345195733
seq31461,234,36.324786324786324
seq31462,116,40.51724137931034
seq31463,109,27.522935779816514
seq31464,240,6.666666666666667
seq31465,257,59.92217898832685
seq31467,296,48.310810810810814
seq31472,281,55.16014234875445
seq31473,155,16.7741935483871
seq31474,217,61.29032258064516
seq31475,207,50.24154589371981
seq31476,124,49.193548387096776
seq31477,271,51.66051660516605
seq31478,108,80.55555555555556
seq31479,277,33.935018050541515
seq31480,266,30.451127819548873
seq31481,228,11.842105263157894
seq31482,260,49.23076923076923
seq31483,236,81.35593220338984
seq31484,157,35.6687898089172
seq31487,269,74.34944237918215
seq31489,193,40.41450777202073
seq31490,249,67.8714859437751
seq31491,189,59.25925925925925
seq31492,280,45.357142857142854
seq31493,276,42.391304347826086
seq31494,291,1.718213058419244
seq31495,132,21.21212121212121
seq31497,195,20.0
seq31498,171,88.88888888888889
seq31499,275,86.54545454545455
seq31500,218,11.009174311926607
seq31501,261,48.65900383141762
seq31502,236,45.33898305084746
seq31505,251,26.693227091633464
seq31506,155,25.806451612903224
seq31508,123,72.35772357723577
seq31510,287,39.37282229965157
seq31511,245,43.673469387755105
seq31513,252,49.60317460317461
seq31514,272,69.48529411764706
seq31515,252,36.11111111111111
seq31516,255,41.568627450980394
seq31517,101,25.742574257425744
seq31518,166,48.795180722891565
seq31520,190,54.736842105263165
seq31521,141,48.226950354609926
seq31523,256,64.84375
seq31524,202,32.67326732673268
seq31525,300,37.666666666666664
seq31526,108,78.70370370370371
seq31528,151,41.05960264900662
seq31529,279,43.36917562724014
seq31530,230,64.78260869565217
seq31532,187,83.42245989304813
seq31533,167,77.84431137724552
seq31534,260,30.76923076923077
seq31535,187,55.080213903743314
seq31536,241,41.90871369294606
seq31537,246,54.87804878048781
seq31538,197,50.25380710659898
seq31539,123,46.34146341463415
seq31540,153,54.90196078431373
seq31541,144,45.83333333333333
seq31542,292,50.68493150684932
seq31543,191,39.26701570680628
seq31544,262,6.870229007633588
seq31545,220,48.63636363636364
seq31546,137,45.98540145985402
seq31547,185,54.054054054054056
seq31548,156,75.0
seq31550,127,88.18897637795276
seq31552,279,18.27956989247312
seq31554,244,11.475409836065573
seq31555,160,47.5
seq31556,166,52.40963855421686
seq31557,194,52.57731958762887
seq31558,213,76.99530516431925
seq31559,171,29.82456140350877
seq31561,119,49.57983193277311
seq31562,149,20.80536912751678
seq31565,142,30.28169014084507
seq31566,113,41.5929203539823
seq31567,214,62.616822429906534
seq31569,197,40.609137055837564
seq31570,157,80.2547770700637
seq31571,231,91.77489177489177
seq31573,108,50.0
seq31574,211,42.65402843601896
seq31575,102,28.431372549019606
seq31576,218,53.21100917431193
seq31577,205,18.536585365853657
seq31578,264,64.01515151515152
seq31579,164,55.487804878048784
seq31580,153,41.830065359477125
seq31581,253,35.96837944664031
seq31582,266,38.721804511278194
seq31583,189,4.232804232804233
seq31584,187,62.03208556149733
seq31585,191,21.98952879581152
seq31586,202,37.62376237623762
seq31587,209,37.32057416267943
seq31589,295,23.389830508474578
seq31590,208,53.84615384615385
seq31592,219,34.70319634703196
seq31593,289,80.27681660899654
seq31595,135,20.0
seq31596,207,41.54589371980676
seq31597,268,90.29850746268657
seq31598,152,59.86842105263158
seq31599,290,53.79310344827586
seq31600,251,45.81673306772908
seq31602,286,68.53146853146853
seq31604,146,31.506849315068493
seq31606,295,32.54237288135593
seq31608,193,38.34196891191709
seq31610,272,36.39705882352941
seq31611,197,23.85786802030457
seq31612,171,88.30409356725146
seq31616,199,80.40201005025126
seq31617,139,64.02877697841727
seq31619,109,64.22018348623854
seq31620,123,26.82926829268293
seq31621,175,57.14285714285714
seq31622,120,65.0
seq31624,286,59.79020979020979
seq31625,142,55.633802816901415
seq31626,186,41.935483870967744
seq31627,151,33.77483443708609
seq31629,236,54.66101694915254
seq31631,124,38.70967741935484
seq31632,123,10.569105691056912
seq31633,261,48.65900383141762
seq31635,297,41.07744107744108
seq31636,204,58.82352941176471
seq31638,218,39.44954128440367
seq31639,247,36.032388663967616
seq31640,225,40.88888888888889
seq31641,223,75.33632286995515
seq31642,141,37.5886524822695
seq31644,152,71.05263157894737
seq31645,143,67.13286713286713
seq31646,230,64.34782608695652
seq31648,148,33.78378378378378
seq31650,260,40.76923076923077
seq31651,122,86.0655737704918
seq31652,285,83.15789473684211
seq31653,251,51.79282868525896
seq31654,212,91.0377358490566
seq31655,143,77.62237762237763
seq31657,202,50.0
seq31658,249,33.33333333333333
seq31659,227,86.78414096916299
seq31660,195,49.23076923076923
seq31661,168,46.42857142857143
seq31662,204,32.84313725490196
seq31663,104,48.07692307692308
seq31665,135,65.18518518518519
seq31666,274,18.248175182481752
seq31667,238,78.57142857142857
seq31668,212,45.75471698113208
seq31669,287,79.79094076655052
seq31670,300,67.66666666666666
seq31671,207,78.26086956521739
seq31672,211,60.66350710900474
seq31673,136,63.970588235294116
seq31675,247,32.79352226720648
seq31676,118,84.7457627118644
seq31677,272,23.161764705882355
seq31678,149,18.79194630872483
seq31679,198,47.474747474747474
seq31680,213,42.25352112676056
seq31681,179,79.88826815642457
seq31682,229,10.91703056768559
seq31683,262,70.61068702290076
seq31684,292,43.15068493150685
seq31685,182,42.30769230769231
seq31687,159,35.22012578616352
seq31688,231,28.57142857142857
seq31691,147,42.857142857142854
seq31692,296,76.35135135135135
seq31694,119,26.05042016806723
seq31695,175,52.57142857142857
seq31697,272,40.07352941176471
seq31698,190,65.78947368421053
seq31699,254,26.77165354330709
seq31700,229,59.388646288209614
seq31701,280,53.57142857142857
seq31703,196,39.285714285714285
seq31704,273,83.15018315018315
seq31706,106,61.32075471698113
seq31708,112,73.21428571428571
seq31709,117,76.06837606837607
seq31710,112,69.64285714285714
seq31711,259,45.559845559845556
seq31712,199,90.95477386934674
seq31713,193,75.12953367875647
seq31715,200,84.0
seq31716,252,49.2063492063492
seq31717,254,15.354330708661418
seq31721,181,74.03314917127072
seq31722,233,88.8412017167382
seq31723,235,53.191489361702125
seq31724,246,49.1869918699187
seq31725,200,37.5
seq31726,289,37.37024221453287
seq31727,146,63.6986301369863
seq31728,151,33.11258278145696
seq31729,212,47.16981132075472
seq31732,153,41.830065359477125
seq31733,112,25.892857142857146
seq31735,190,58.42105263157895
seq31736,248,39.516129032258064
seq31737,114,29.82456140350877
seq31738,219,55.70776255707762
seq31739,243,43.62139917695473
seq31741,291,26.804123711340207
seq31742,106,4.716981132075472
seq31743,229,67.68558951965066
seq31744,242,37.60330578512397
seq31745,188,5.851063829787234
seq31746,128,48.4375
seq31748,197,67.00507614213198
seq31749,231,14.71861471861472
seq31750,243,70.78189300411523
seq31751,240,66.66666666666666
seq31752,214,85.04672897196261
seq31753,209,77.51196172248804
seq31755,277,41.87725631768953
seq31756,227,33.92070484581498
seq31757,219,44.29223744292237
seq31758,238,67.64705882352942
seq31759,115,80.8695652173913
seq31760,132,29.545454545454547
seq31761,220,23.18181818181818
seq31762,157,64.3312101910828
seq31763,113,47.78761061946903
seq31764,288,57.638888888888886
seq31765,270,36.666666666666664
seq31766,254,36.61417322834646
seq31767,220,60.0
seq31769,218,37.15596330275229
seq31770,106,60.37735849056604
seq31771,254,64.1732283464567
seq31773,101,36.633663366336634
seq31775,232,28.879310344827587
seq31776,241,66.39004149377593
seq31777,218,51.37614678899083
seq31778,124,67.74193548387096
seq31779,159,54.71698113207547
seq31781,137,53.284671532846716
seq31782,221,43.89140271493213
seq31783,265,32.075471698113205
seq31784,191,52.879581151832454
seq31785,141,17.73049645390071
seq31786,290,41.03448275862069
seq31789,255,52.156862745098046
seq31791,206,78.15533980582524
seq31792,180,38.333333333333336
seq31794,234,74.35897435897436
seq31795,128,55.46875
seq31796,213,32.863849765258216
seq31797,285,75.08771929824562
seq31798,120,45.0
seq31799,276,22.463768115942027
seq31800,197,76.14213197969542
seq31801,189,29.100529100529098
seq31805,175,6.857142857142858
seq31808,282,48.93617021276596
seq31810,253,26.08695652173913
seq31811,244,57.377049180327866
seq31812,166,95.18072289156626
seq31814,246,72.76422764227642
seq31815,272,50.0
seq31816,224,63.39285714285714
seq31817,193,39.89637305699482
seq31818,209,47.368421052631575
seq31819,119,89.07563025210085
seq31820,203,32.51231527093596
seq31821,223,32.28699551569507
seq31822,205,41.46341463414634
seq31824,192,75.0
seq31826,287,49.12891986062718
seq31827,262,48.854961832061065
seq31829,276,66.66666666666666
seq31830,201,57.711442786069654
seq31831,162,25.308641975308642
seq31832,199,14.07035175879397
seq31833,153,72.54901960784314
seq31834,199,47.23618090452261
seq31835,291,51.546391752577314
seq31836,151,66.88741721854305
seq31839,183,48.63387978142077
seq31841,279,68.10035842293907
seq31842,144,60.416666666666664
seq31845,179,54.7486033519553
seq31846,139,84.17266187050359
seq31847,123,53.65853658536586
seq31848,192,67.1875
seq31849,217,57.6036866359447
seq31850,297,27.27272727272727
seq31851,178,77.52808988764045
seq31852,212,55.660377358490564
seq31853,108,79.62962962962963
seq31856,113,67.2566371681416
seq31857,118,54.23728813559322
seq31858,253,25.691699604743086
seq31859,179,30.16759776536313
seq31860,216,78.70370370370371
seq31861,238,41.17647058823529
seq31862,246,33.739837398373986
seq31864,212,33.9622641509434
seq31865,113,40.707964601769916
seq31867,164,48.170731707317074
seq31868,271,77.12177121771218
seq31869,261,41.7624521072797
seq31871,248,42.33870967741936
seq31872,202,43.56435643564357
seq31873,162,53.70370370370371
seq31874,139,35.25179856115108
seq31875,226,73.00884955752213
seq31877,192,75.52083333333334
seq31878,240,15.416666666666668
seq31879,195,71.7948717948718
seq31880,255,64.31372549019608
seq31881,195,33.84615384615385
seq31883,141,11.347517730496454
seq31884,176,69.88636363636364
seq31885,260,76.15384615384615
seq31886,171,60.23391812865497
seq31887,240,43.333333333333336
seq31888,292,89.38356164383562
seq31890,233,24.463519313304722
seq31892,232,38.362068965517246
seq31894,218,58.256880733944946
seq31896,165,46.06060606060606
seq31897,194,67.5257731958763
seq31898,218,68.80733944954129
seq31900,261,18.007662835249043
seq31901,153,52.94117647058824
seq31902,166,45.18072289156627
seq31903,171,36.25730994152047
seq31904,269,53.90334572490706
seq31905,169,52.662721893491124
seq31907,265,46.0377358490566
seq31908,172,42.44186046511628
seq31909,237,39.66244725738397
seq31910,232,37.06896551724138
seq31911,205,60.97560975609756
seq31912,255,67.05882352941175
seq31913,260,25.0
seq31914,120,78.33333333333333
seq31916,257,17.509727626459142
seq31917,278,70.50359712230215
seq31918,273,36.63003663003663
seq31919,234,77.77777777777779
seq31920,256,79.296875
seq31921,130,30.0
seq31923,107,78.50467289719626
seq31924,189,50.79365079365079
seq31925,133,66.9172932330827
seq31926,140,92.85714285714286
seq31927,254,55.51181102362205
seq31929,226,62.83185840707964
seq31930,159,11.320754716981133
seq31932,246,63.41463414634146
seq31933,199,81.4070351758794
seq31935,172,50.58139534883721
seq31937,191,24.083769633507853
seq31938,107,77.57009345794393
seq31939,182,21.978021978021978
seq31940,154,59.09090909090909
seq31942,291,57.388316151202744
seq31943,175,54.285714285714285
seq31944,278,29.856115107913666
seq31945,280,71.42857142857143
seq31946,258,40.310077519379846
seq31950,226,23.893805309734514
seq31951,101,27.722772277227726
seq31953,138,23.91304347826087
seq31954,123,17.073170731707318
seq31955,224,36.607142857142854
seq31956,205,40.0
seq31957,226,30.973451327433626
seq31958,292,60.273972602739725
seq31959,143,57.34265734265735
seq31962,176,12.5
seq31963,203,35.960591133004925
seq31964,114,37.719298245614034
seq31966,259,48.26254826254826
seq31967,259,25.868725868725868
seq31968,126,30.952380952380953
seq31969,290,80.0
seq31971,248,75.40322580645162
seq31972,279,52.32974910394266
seq31973,106,79.24528301886792
seq31975,117,94.01709401709401
seq31976,214,3.7383177570093453
seq31977,288,35.41666666666667
seq31978,117,58.97435897435898
seq31979,172,29.069767441860467
seq31980,203,26.60098522167488
seq31981,256,84.765625
seq31982,248,37.5
seq31983,272,61.76470588235294
seq31984,213,35.68075117370892
seq31986,160,66.875
seq31987,134,29.1044776119403
seq31988,163,69.93865030674846
seq31989,217,57.14285714285714
seq31990,263,14.068441064638785
seq31991,246,47.15447154471545
seq31992,288,18.40277777777778
seq31994,186,77.95698924731182
seq31995,265,36.22641509433962
seq31996,202,19.801980198019802
seq31997,268,33.582089552238806
seq31998,293,81.56996587030717
seq32000,193,46.63212435233161
seq32001,256,56.25
seq32002,240,21.25
seq32003,246,52.03252032520326
seq32006,221,39.366515837104075
seq32007,235,28.510638297872344
seq32012,220,39.09090909090909
seq32013,196,78.57142857142857
seq32014,291,65.97938144329896
seq32015,125,63.2
seq32016,256,45.3125
seq32017,279,41.21863799283154
seq32018,179,67.0391061452514
seq32019,296,49.66216216216216
seq32020,192,52.083333333333336
seq32021,144,70.13888888888889
seq32022,162,47.53086419753087
seq32023,229,32.314410480349345
seq32024,110,11.818181818181818
seq32025,220,43.63636363636363
seq32026,156,53.205128205128204
seq32027,118,46.61016949152542
seq32028,125,36.0
seq32029,206,60.19417475728155
seq32030,187,42.780748663101605
seq32031,272,43.75
seq32033,247,86.63967611336032
seq32035,300,48.66666666666667
seq32036,285,58.94736842105262
seq32037,242,65.70247933884298
seq32038,212,32.54716981132076
seq32039,148,34.45945945945946
seq32040,208,40.86538461538461
seq32042,173,61.849710982658955
seq32043,143,24.475524475524477
seq32044,164,51.21951219512195
seq32046,170,45.88235294117647
seq32047,254,50.78740157480315
seq32048,181,65.74585635359117
seq32049,273,31.5018315018315
seq32052,168,86.30952380952381
seq32055,194,48.96907216494845
seq32058,267,46.06741573033708
seq32059,185,42.7027027027027
seq32060,118,50.0
seq32061,159,18.867924528301888
seq32062,113,29.20353982300885
seq32065,185,8.108108108108109
seq32066,278,37.05035971223021
seq32067,103,19.41747572815534
seq32068,115,55.65217391304348
seq32069,125,56.00000000000001
seq32070,155,65.16129032258064
seq32071,102,74.50980392156863
seq32072,254,56.69291338582677
seq32074,116,50.0
seq32075,102,62.745098039215684
seq32076,213,84.97652582159625
seq32078,215,43.25581395348837
seq32079,154,53.246753246753244
seq32080,127,47.24409448818898
seq32081,256,71.875
seq32082,213,23.474178403755868
seq32083,156,37.17948717948718
seq32084,228,57.89473684210527
seq32085,257,14.396887159533073
seq32086,149,26.174496644295303
seq32087,244,84.8360655737705
seq32088,206,83.98058252427184
seq32089,285,24.561403508771928
seq32090,263,34.60076045627377
seq32091,214,42.99065420560748
seq32092,101,44.554455445544555
seq32093,147,27.89115646258503
seq32094,263,52.09125475285171
seq32095,123,47.96747967479675
seq32097,129,44.96124031007752
seq32098,102,70.58823529411765
seq32099,137,91.97080291970804
seq32100,278,51.798561151079134
seq32102,222,41.891891891891895
seq32104,170,37.64705882352941
seq32105,197,22.33502538071066
seq32106,300,78.0
seq32107,157,18.471337579617835
seq32108,299,64.54849498327759
seq32109,207,60.86956521739131
seq32110,210,60.952380952380956
seq32111,136,85.29411764705883
seq32113,181,43.646408839779006
seq32114,184,74.45652173913044
seq32115,173,25.43352601156069
seq32116,266,39.097744360902254
seq32117,193,53.36787564766839
seq32118,110,51.81818181818182
seq32119,198,60.1010101010101
seq32120,270,61.85185185185185
seq32121,296,70.94594594594594
seq32124,149,28.859060402684566
seq32125,121,59.50413223140496
seq32126,281,49.11032028469751
seq32127,210,91.42857142857143
seq32129,148,47.97297297297297
seq32130,280,19.642857142857142
seq32133,144,61.111111111111114
seq32134,174,37.35632183908046
seq32135,183,44.26229508196721
seq32136,249,45.78313253012048
seq32137,190,51.578947368421055
seq32138,196,64.28571428571429
seq32139,202,46.03960396039604
seq32140,270,63.70370370370371
seq32141,286,36.01398601398601
seq32142,249,15.66265060240964
seq32144,251,58.964143426294825
seq32145,166,42.168674698795186
seq32146,141,70.2127659574468
seq32147,223,50.672645739910315
seq32149,230,38.69565217391304
seq32150,270,28.51851851851852
seq32152,233,50.21459227467812
seq32153,274,48.54014598540146
seq32154,283,40.63604240282685
seq32155,274,78.46715328467153
seq32156,226,22.123893805309734
seq32157,148,70.94594594594594
seq32159,218,40.825688073394495
seq32160,234,91.88034188034187
seq32161,260,10.76923076923077
seq32162,157,56.68789808917197
seq32163,287,12.89198606271777
seq32165,279,61.29032258064516
seq32167,266,26.31578947368421
seq32168,215,75.34883720930232
seq32169,221,56.10859728506787
seq32171,236,3.389830508474576
seq32172,154,31.818181818181817
seq32174,272,66.17647058823529
seq32176,161,35.40372670807454
seq32177,127,37.00787401574803
seq32179,156,40.38461538461539
seq32180,268,38.43283582089552
seq32181,247,32.388663967611336
seq32182,203,47.29064039408867
seq32183,249,39.3574297188755
seq32184,153,37.254901960784316
seq32188,160,6.25
seq32189,157,61.146496815286625
seq32190,150,60.0
seq32191,157,66.87898089171973
seq32192,167,32.93413173652694
seq32193,118,58.47457627118644
seq32194,132,23.484848484848484
seq32195,142,13.380281690140844
seq32196,108,46.2962962962963
seq32197,294,17.687074829931973
seq32198,168,33.33333333333333
seq32200,279,25.448028673835125
seq32201,171,41.52046783625731
seq32202,116,7.758620689655173
seq32203,200,83.5
seq32204,200,79.0
seq32205,254,57.874015748031496
seq32206,297,50.16835016835017
seq32208,296,36.14864864864865
seq32209,198,53.03030303030303
seq32210,105,53.333333333333336
seq32212,233,42.06008583690987
seq32214,276,57.608695652173914
seq32215,199,66.83417085427136
seq32216,186,73.65591397849462
seq32218,268,68.65671641791045
seq32219,236,72.45762711864407
seq32220,108,22.22222222222222
seq32222,244,79.09836065573771
seq32223,122,56.557377049180324
seq32224,221,49.7737556561086
seq32225,199,74.37185929648241
seq32226,258,51.55038759689923
seq32227,288,77.77777777777779
seq32228,248,58.87096774193549
seq32229,147,61.904761904761905
seq32230,291,49.828178694158076
seq32231,257,42.80155642023346
seq32233,184,29.891304347826086
seq32234,231,19.047619047619047
seq32235,156,67.3076923076923
seq32236,248,44.354838709677416
seq32238,235,28.510638297872344
seq32239,138,27.536231884057973
seq32240,170,78.23529411764706
seq32241,289,21.79930795847751
seq32242,286,23.076923076923077
seq32243,144,73.61111111111111
seq32244,108,38.88888888888889
seq32245,107,83.17757009345794
seq32246,120,48.333333333333336
seq32248,102,23.52941176470588
seq32250,188,69.14893617021278
seq32251,205,26.82926829268293
seq32253,172,49.41860465116279
seq32254,104,26.923076923076923
seq32255,272,48.529411764705884
seq32256,212,50.0
seq32257,271,5.166051660516605
seq32258,115,53.04347826086957
seq32259,188,71.27659574468085
seq32260,261,62.06896551724138
seq32261,127,32.28346456692913
seq32262,106,21.69811320754717
seq32265,216,18.98148148148148
seq32266,242,36.36363636363637
seq32268,247,29.554655870445345
seq32269,154,51.298701298701296
seq32271,198,20.707070707070706
seq32272,173,65.89595375722543
seq32274,217,21.19815668202765
seq32275,244,70.08196721311475
seq32278,211,17.061611374407583
seq32279,191,48.69109947643979
seq32280,119,13.445378151260504
seq32281,204,29.411764705882355
seq32282,255,14.50980392156863
seq32283,150,47.333333333333336
seq32284,235,52.34042553191489
seq32285,290,37.24137931034483
seq32286,160,56.25
seq32288,162,25.925925925925924
seq32289,176,32.38636363636363
seq32290,113,19.469026548672566
seq32292,198,60.60606060606061
seq32294,151,31.788079470198678
seq32295,168,23.809523809523807
seq32296,259,55.5984555984556
seq32297,288,33.68055555555556
seq32299,162,66.0493827160494
seq32300,221,39.366515837104075
seq32301,106,73.58490566037736
seq32303,286,44.05594405594406
seq32304,128,38.28125
seq32305,296,41.891891891891895
seq32307,281,72.59786476868328
seq32308,135,40.74074074074074
seq32309,258,48.06201550387597
seq32310,175,49.142857142857146
seq32311,220,86.36363636363636
seq32312,205,43.90243902439025
seq32314,161,89.44099378881988
seq32315,270,18.14814814814815
seq32317,207,63.28502415458937
seq32319,105,62.857142857142854
seq32320,206,38.83495145631068
seq32321,178,69.66292134831461
seq32324,148,41.21621621621622
seq32326,201,76.11940298507463
seq32327,216,42.592592592592595
seq32330,255,49.80392156862745
seq32333,202,56.43564356435643
seq32334,139,76.97841726618705
seq32335,131,31.297709923664126
seq32336,259,79.53667953667953
seq32337,134,71.64179104477611
seq32338,148,32.432432432432435
seq32340,234,76.49572649572649
seq32341,188,65.42553191489363
seq32342,155,68.38709677419355
seq32343,264,62.5
seq32344,154,7.142857142857142
seq32345,281,38.07829181494662
seq32347,117,49.572649572649574
seq32351,272,56.61764705882353
seq32352,104,75.96153846153845
seq32353,225,36.0
seq32354,149,50.33557046979866
seq32355,201,60.19900497512438
seq32356,220,55.90909090909091
seq32357,171,53.216374269005854
seq32361,298,56.04026845637584
seq32362,274,65.69343065693431
seq32363,198,36.36363636363637
seq32364,129,62.01550387596899
seq32369,140,59.285714285714285
seq32371,258,1.1627906976744187
seq32374,243,52.674897119341566
seq32375,291,50.171821305841924
seq32376,118,59.32203389830508
seq32377,143,51.74825174825175
seq32378,175,56.00000000000001
seq32379,203,39.90147783251231
seq32380,250,22.8
seq32382,252,41.269841269841265
seq32383,202,71.28712871287128
seq32384,182,57.692307692307686
seq32385,292,43.15068493150685
seq32387,269,84.75836431226766
seq32388,132,44.696969696969695
seq32389,296,39.86486486486486
seq32390,101,81.1881188118812
seq32391,105,27.61904761904762
seq32392,237,10.548523206751055
seq32393,166,21.084337349397593
seq32395,166,92.7710843373494
seq32397,129,53.48837209302325
seq32398,264,62.878787878787875
seq32400,185,40.54054054054054
seq32401,154,24.675324675324674
seq32402,107,23.364485981308412
seq32403,171,51.461988304093566
seq32404,273,64.1025641025641
seq32405,282,46.09929078014184
seq32406,182,66.48351648351648
seq32407,147,68.70748299319727
seq32408,210,65.71428571428571
seq32409,276,60.507246376811594
seq32411,179,62.01117318435754
seq32413,135,32.592592592592595
seq32414,190,41.05263157894737
seq32415,249,71.08433734939759
seq32416,121,34.710743801652896
seq32417,230,18.26086956521739
seq32418,140,71.42857142857143
seq32419,216,14.814814814814813
seq32421,126,62.698412698412696
seq32422,294,41.156462585034014
seq32423,249,23.293172690763054
seq32425,174,79.3103448275862
seq32426,161,81.98757763975155
seq32427,160,94.375
seq32428,225,31.11111111111111
seq32429,260,26.53846153846154
seq32430,111,23.423423423423422
seq32431,275,29.454545454545457
seq32432,295,84.06779661016948
seq32433,278,59.71223021582733
seq32434,248,68.54838709677419
seq32435,255,5.88235294117647
seq32438,252,69.04761904761905
seq32439,109,30.275229357798167
seq32440,240,57.49999999999999
seq32441,182,29.67032967032967
seq32442,248,45.564516129032256
seq32443,152,63.81578947368421
seq32444,282,57.09219858156028
seq32446,184,9.782608695652174
seq32447,177,56.49717514124294
seq32448,246,17.88617886178862
seq32449,265,51.320754716981135
seq32450,295,22.372881355932204
seq32451,281,86.47686832740213
seq32452,221,40.27149321266968
seq32453,188,79.7872340425532
seq32454,298,63.758389261744966
seq32456,125,51.2
seq32458,205,10.24390243902439
seq32460,262,40.839694656488554
seq32463,149,41.61073825503356
seq32464,202,31.683168316831683
seq32465,292,61.3013698630137
seq32466,213,32.3943661971831
seq32467,137,38.68613138686132
seq32468,212,64.62264150943396
seq32470,256,50.390625
seq32471,277,31.046931407942242
seq32472,146,62.328767123287676
seq32473,120,64.16666666666667
seq32475,112,14.285714285714285
seq32476,118,44.06779661016949
seq32477,249,73.89558232931726
seq32479,226,78.76106194690266
seq32480,214,37.850467289719624
seq32481,227,59.03083700440529
seq32482,179,62.56983240223464
seq32483,291,34.02061855670103
seq32484,211,11.374407582938389
seq32485,246,46.34146341463415
seq32486,204,57.35294117647059
seq32488,276,60.507246376811594
seq32489,268,37.6865671641791
seq32492,295,44.40677966101695
seq32493,214,88.78504672897196
seq32494,172,85.46511627906976
seq32496,261,21.839080459770116
seq32498,222,52.25225225225225
seq32499,212,73.11320754716981
seq32500,255,69.01960784313725
seq32501,150,76.66666666666667
seq32502,276,64.85507246376811
seq32503,228,36.40350877192983
seq32504,273,38.095238095238095
seq32505,151,54.3046357615894
seq32506,214,48.598130841121495
seq32508,124,44.354838709677416
seq32509,145,42.06896551724138
seq32510,205,23.414634146341466
seq32511,204,45.09803921568628
seq32512,248,52.82258064516129
seq32513,258,39.53488372093023
seq32514,185,45.40540540540541
